CustomerID,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Contract,Monthly Charges,Churn_Probability,Churn_Risk_Band
5002-GCQFH,Male,No,Yes,No,49,Month-to-month,93.85,0.3808,Medium
5122-CYFXA,Female,No,No,No,3,Month-to-month,75.3,0.3807,Medium
8757-TFHHJ,Male,No,No,No,1,Month-to-month,49.8,0.3805,Medium
4931-TRZWN,Female,No,No,No,13,Month-to-month,71.95,0.3803,Medium
7508-SMHXL,Female,Yes,No,No,15,Month-to-month,89.0,0.3802,Medium
2181-UAESM,Male,No,No,No,2,Month-to-month,53.45,0.3802,Medium
1212-GLHMD,Male,No,No,No,3,Month-to-month,86.05,0.3799,Medium
8456-QDAVC,Male,No,No,No,19,Month-to-month,78.7,0.3794,Medium
9529-OFXHY,Male,No,No,No,15,Month-to-month,87.75,0.3787,Medium
4526-ZJJTM,Female,Yes,Yes,No,25,Month-to-month,88.4,0.3773,Medium
2178-PMGCJ,Male,No,No,No,22,Month-to-month,69.7,0.3771,Medium
7401-RUBNK,Female,No,Yes,No,18,Month-to-month,74.8,0.3769,Medium
4840-ORQXB,Female,Yes,No,No,56,Month-to-month,104.75,0.3767,Medium
3955-JBZZM,Male,No,No,No,20,Month-to-month,78.8,0.3767,Medium
7346-MEDWM,Female,No,No,No,59,Month-to-month,83.25,0.3764,Medium
6259-WJQLC,Male,Yes,No,No,32,Month-to-month,81.1,0.3763,Medium
6481-ESCNL,Female,No,No,No,29,Month-to-month,100.55,0.3763,Medium
6844-DZKRF,Male,No,No,No,2,Month-to-month,50.2,0.376,Medium
4612-SSVHJ,Female,Yes,No,No,20,Month-to-month,81.45,0.3758,Medium
7876-BEUTG,Female,No,No,No,15,Month-to-month,48.8,0.3757,Medium
7410-OIEDU,Male,No,No,No,10,Month-to-month,79.85,0.3749,Medium
2720-FVBQP,Female,No,Yes,Yes,6,Month-to-month,48.95,0.3747,Medium
1077-HUUJM,Female,No,No,Yes,7,Month-to-month,71.05,0.3743,Medium
6576-FBXOJ,Male,No,Yes,No,17,One year,54.6,0.3743,Medium
5141-ZUVBH,Female,No,No,Yes,9,Month-to-month,93.0,0.3739,Medium
9103-CXVOK,Male,No,Yes,Yes,1,Month-to-month,19.75,0.3734,Medium
0975-VOOVL,Female,No,No,No,3,Month-to-month,29.2,0.3733,Medium
7055-HNEOJ,Male,No,Yes,No,3,Month-to-month,55.8,0.3733,Medium
5671-UUNXD,Female,Yes,Yes,No,50,One year,100.65,0.3729,Medium
4329-YPDDQ,Male,No,No,No,20,Month-to-month,108.2,0.3727,Medium
3692-JHONH,Female,Yes,Yes,No,52,One year,106.5,0.3715,Medium
6985-HAYWX,Female,No,Yes,No,26,Month-to-month,79.3,0.371,Medium
2101-RANCD,Female,No,No,No,55,Month-to-month,73.1,0.3709,Medium
9355-NPPFS,Female,Yes,No,No,26,Month-to-month,78.8,0.3707,Medium
5067-XJQFU,Male,Yes,Yes,No,66,One year,108.45,0.3706,Medium
2190-BCXEC,Female,No,Yes,No,40,Month-to-month,78.85,0.3706,Medium
1409-PHXTF,Male,Yes,Yes,No,54,Two year,110.45,0.3702,Medium
7967-HYCDE,Male,No,No,No,8,Month-to-month,70.7,0.3698,Medium
3729-OWRVL,Male,Yes,No,No,65,Two year,110.35,0.3695,Medium
8728-SKJLR,Male,No,No,No,41,Month-to-month,74.25,0.3694,Medium
7048-GXDAY,Male,No,No,No,39,Month-to-month,106.4,0.3691,Medium
7126-RBHSD,Female,No,Yes,No,17,Month-to-month,78.9,0.369,Medium
8671-KKKOS,Female,No,Yes,No,46,Month-to-month,45.55,0.368,Medium
6692-YQHXC,Male,No,No,No,16,Month-to-month,69.95,0.368,Medium
7077-XJMET,Male,No,Yes,No,12,Month-to-month,74.15,0.368,Medium
0060-FUALY,Female,No,Yes,No,59,Month-to-month,94.75,0.3676,Medium
1818-ESQMW,Female,No,No,No,27,Month-to-month,89.2,0.3676,Medium
7398-LXGYX,Male,No,Yes,No,44,Month-to-month,84.8,0.3675,Medium
8981-FJGLA,Male,No,No,Yes,11,Month-to-month,78.0,0.3675,Medium
8064-RAVOH,Male,No,No,Yes,1,Month-to-month,49.85,0.3672,Medium
8149-AIQCG,Male,No,No,No,39,Month-to-month,73.15,0.3671,Medium
6034-YMTOB,Female,No,No,No,5,Month-to-month,75.65,0.3669,Medium
1379-FRVEB,Male,No,No,Yes,15,Month-to-month,91.0,0.3668,Medium
7658-UYUQS,Male,Yes,Yes,No,21,Month-to-month,86.55,0.3666,Medium
1855-AGAWH,Male,No,Yes,No,31,One year,93.8,0.3664,Medium
5461-QKNTN,Male,Yes,Yes,No,43,Month-to-month,94.3,0.3658,Medium
5035-BVCXS,Male,No,No,No,11,Month-to-month,75.9,0.3657,Medium
6217-TOWGS,Female,No,Yes,No,17,Month-to-month,75.4,0.3652,Medium
7901-HXJVA,Male,No,No,No,14,Month-to-month,76.45,0.3642,Medium
0100-DUVFC,Male,Yes,Yes,No,70,One year,104.8,0.3642,Medium
9469-WEJBT,Male,No,Yes,No,37,Month-to-month,90.35,0.3639,Medium
5626-MGTUK,Female,No,No,No,20,Month-to-month,89.1,0.3637,Medium
5939-XAIXZ,Female,No,No,No,19,Month-to-month,56.1,0.3636,Medium
2974-GGUXS,Female,Yes,Yes,No,36,Month-to-month,91.95,0.3632,Medium
7251-LJBQN,Female,Yes,No,No,40,One year,103.75,0.3632,Medium
8152-UOBNY,Female,Yes,No,No,50,One year,106.8,0.3631,Medium
9272-LSVYH,Male,No,No,No,10,Month-to-month,70.15,0.3619,Medium
3577-AMVUX,Male,No,No,No,1,Month-to-month,55.05,0.3612,Medium
8069-YQQAJ,Male,No,No,No,14,Month-to-month,31.1,0.3607,Medium
2001-MCUUW,Male,No,No,No,46,Two year,108.65,0.3606,Medium
5149-TGWDZ,Female,No,No,No,21,One year,104.55,0.3605,Medium
8272-ONJLV,Male,No,No,No,12,One year,95.7,0.3599,Medium
4282-MSACW,Male,No,No,No,68,One year,117.2,0.3595,Medium
5027-YOCXN,Male,No,Yes,No,51,One year,110.05,0.3591,Medium
0376-OIWME,Male,No,Yes,No,36,Month-to-month,93.6,0.3587,Medium
1230-QAJDW,Male,No,No,No,3,Month-to-month,65.25,0.3584,Medium
5201-USSQZ,Female,No,Yes,No,26,Month-to-month,85.9,0.3583,Medium
1399-UBQIU,Male,No,No,No,11,Month-to-month,69.35,0.3577,Medium
0650-BWOZN,Female,Yes,No,No,18,Month-to-month,73.55,0.3576,Medium
9979-RGMZT,Female,No,No,No,7,One year,94.05,0.3574,Medium
6952-OMNWB,Male,Yes,Yes,No,68,Month-to-month,80.35,0.3571,Medium
2773-OVBPK,Male,No,Yes,No,67,Two year,111.3,0.3564,Medium
6859-RKMZJ,Male,No,Yes,No,11,Month-to-month,55.05,0.3563,Medium
4646-QZXTF,Female,No,Yes,No,7,Month-to-month,81.25,0.3563,Medium
6652-YFFJO,Female,No,No,No,11,Month-to-month,64.9,0.3561,Medium
2014-MKGMH,Female,No,No,No,46,One year,101.1,0.3557,Medium
2507-QZPQS,Male,No,No,No,15,Month-to-month,95.7,0.3552,Medium
8904-OPDCK,Male,Yes,Yes,No,54,Month-to-month,24.95,0.355,Medium
1703-MGIAB,Female,No,No,No,17,Month-to-month,69.0,0.3547,Medium
2712-SYWAY,Female,No,No,No,1,Month-to-month,25.7,0.3544,Medium
9356-AXGMP,Male,No,Yes,No,38,One year,110.7,0.3542,Medium
4070-OKWVH,Female,No,Yes,No,52,Month-to-month,94.6,0.3536,Medium
2293-IJWPS,Female,No,Yes,No,57,One year,100.75,0.3532,Medium
1400-WIVLL,Male,No,Yes,No,57,Two year,107.95,0.3531,Medium
1307-ATKGB,Male,No,No,No,24,Month-to-month,89.55,0.3531,Medium
1169-SAOCL,Male,No,No,No,49,One year,106.65,0.3526,Medium
3853-LYGAM,Male,No,No,No,17,Month-to-month,95.65,0.3523,Medium
6300-BWMJX,Female,No,Yes,No,59,Month-to-month,93.35,0.352,Medium
8676-OOQEJ,Male,No,No,No,4,Month-to-month,30.5,0.3509,Medium
3137-LUPIX,Female,No,No,No,4,Month-to-month,64.4,0.3508,Medium
6591-QGOYB,Male,No,No,No,17,Month-to-month,106.65,0.3499,Medium
6143-JQKEA,Male,No,No,No,10,Month-to-month,45.8,0.3497,Medium
0577-WHMEV,Female,No,Yes,No,16,Month-to-month,90.7,0.3496,Medium
1436-ZMJAN,Female,No,Yes,No,10,Month-to-month,67.8,0.3493,Medium
6789-HJBWG,Female,No,No,No,12,Month-to-month,49.4,0.3492,Medium
8091-TTVAX,Male,No,Yes,No,58,One year,100.35,0.3491,Medium
5392-AKEMH,Female,No,No,No,12,Month-to-month,45.05,0.3487,Medium
7929-DMBCV,Female,No,Yes,No,20,Month-to-month,81.0,0.3487,Medium
3352-ALMCK,Male,No,No,No,40,Month-to-month,102.65,0.3487,Medium
1724-IQWNM,Male,No,No,Yes,1,Month-to-month,19.3,0.3482,Medium
6416-YJTTB,Male,No,No,No,11,Month-to-month,79.5,0.3481,Medium
1685-BQULA,Female,No,No,No,40,Month-to-month,93.4,0.348,Medium
3446-QDSZF,Female,No,No,No,4,Month-to-month,55.5,0.348,Medium
5076-YVXCM,Male,No,No,No,51,Month-to-month,83.4,0.3474,Medium
3308-MHOOC,Male,No,No,Yes,1,Month-to-month,19.2,0.3473,Medium
8868-GAGIO,Male,No,Yes,No,45,Month-to-month,84.55,0.3473,Medium
0106-GHRQR,Male,No,No,No,16,Month-to-month,71.4,0.3471,Medium
2931-FSOHN,Male,Yes,No,No,13,Month-to-month,59.9,0.347,Medium
1091-SOZGA,Female,No,Yes,No,56,One year,99.8,0.3469,Medium
0015-UOCOJ,Female,Yes,No,No,7,Month-to-month,48.2,0.3467,Medium
0247-SLUJI,Male,No,Yes,Yes,1,Month-to-month,19.7,0.346,Medium
2267-FPIMA,Male,No,Yes,No,50,Month-to-month,94.4,0.3456,Medium
8167-GJLRN,Male,No,No,No,3,Month-to-month,30.4,0.3455,Medium
6402-EJMWF,Male,No,No,No,4,Month-to-month,55.3,0.3454,Medium
7036-TYDEC,Female,No,No,No,69,Two year,104.0,0.3453,Medium
5243-SAOTC,Male,No,No,No,54,Month-to-month,79.85,0.3452,Medium
3162-KKZXO,Female,Yes,No,No,55,One year,100.15,0.3452,Medium
2346-DJQTB,Female,No,No,No,35,Month-to-month,24.15,0.3451,Medium
9753-OYLBX,Female,No,No,No,1,Month-to-month,20.5,0.3449,Medium
7018-WBJNK,Male,No,No,Yes,13,Month-to-month,78.3,0.3448,Medium
5356-CSVSQ,Female,No,No,No,3,Month-to-month,64.6,0.3445,Medium
2538-OIMXF,Female,No,No,Yes,1,Month-to-month,24.7,0.3443,Medium
5950-AAAGJ,Male,No,No,No,18,Month-to-month,84.3,0.344,Medium
7243-LCGGZ,Female,No,No,No,1,Month-to-month,20.9,0.3438,Medium
2452-KDRRH,Male,Yes,No,No,67,Month-to-month,101.4,0.3435,Medium
6645-MXQJT,Male,No,Yes,Yes,2,Month-to-month,97.1,0.3429,Medium
0221-WMXNQ,Male,Yes,No,No,4,Month-to-month,75.35,0.3427,Medium
6538-POCHL,Male,No,No,No,33,Month-to-month,79.0,0.3425,Medium
6199-IWKGC,Female,Yes,Yes,No,46,One year,100.25,0.3423,Medium
1769-GRUIK,Female,No,No,No,18,Month-to-month,71.1,0.3423,Medium
2279-AXJJK,Male,No,Yes,No,52,Month-to-month,95.65,0.342,Medium
0439-IFYUN,Female,Yes,No,No,18,Month-to-month,74.7,0.342,Medium
2347-WKKAE,Male,No,Yes,No,42,Month-to-month,94.4,0.342,Medium
2495-KZNFB,Female,No,No,No,33,Month-to-month,90.65,0.3418,Medium
6233-HXJMX,Female,No,No,No,45,Month-to-month,89.3,0.3406,Medium
0668-OGMHD,Female,No,Yes,No,21,Month-to-month,28.5,0.3406,Medium
1307-TVUFB,Male,Yes,No,No,42,Month-to-month,79.35,0.3401,Medium
3016-KSVCP,Male,No,Yes,No,29,Month-to-month,33.75,0.3388,Medium
7798-JVXYM,Female,No,No,No,14,Month-to-month,69.65,0.3384,Medium
5712-AHQNN,Female,No,No,No,43,Month-to-month,91.65,0.3383,Medium
1866-OBPNR,Male,No,Yes,Yes,1,Month-to-month,74.6,0.3381,Medium
5312-UXESG,Female,No,No,No,41,Month-to-month,98.05,0.3379,Medium
4636-JGAAI,Male,No,Yes,No,34,Month-to-month,88.85,0.3378,Medium
8450-UYIBU,Female,Yes,No,No,35,Month-to-month,39.85,0.3375,Medium
1217-VASWC,Male,Yes,Yes,No,43,One year,100.55,0.3373,Medium
6075-SLNIL,Male,No,No,No,38,Month-to-month,95.1,0.3372,Medium
9776-OJUZI,Female,Yes,No,No,65,Month-to-month,95.45,0.3368,Medium
9522-BNTHX,Female,Yes,No,No,34,Month-to-month,56.25,0.3363,Medium
3058-WQDRE,Male,No,No,No,13,Month-to-month,25.15,0.3362,Medium
4860-IJUDE,Male,No,No,No,13,Month-to-month,73.75,0.3361,Medium
0356-ERHVT,Male,No,Yes,No,11,Month-to-month,45.9,0.3352,Medium
3258-SANFR,Male,Yes,No,No,6,Month-to-month,44.7,0.3351,Medium
7310-EGVHZ,Male,No,No,No,1,Month-to-month,20.2,0.3351,Medium
5732-IKGQH,Male,Yes,Yes,No,52,One year,104.45,0.335,Medium
0114-PEGZZ,Female,No,No,No,33,Month-to-month,107.55,0.3347,Medium
7895-VONWT,Female,No,No,No,25,Month-to-month,48.25,0.3347,Medium
3855-ONCAR,Female,No,Yes,Yes,4,Month-to-month,78.9,0.3346,Medium
7147-AYBAA,Male,No,No,No,37,Month-to-month,70.35,0.3338,Medium
2740-JFBOK,Male,No,No,No,10,Month-to-month,24.0,0.3336,Medium
8584-KMVXD,Female,No,No,No,8,Month-to-month,75.6,0.3335,Medium
2654-VBVPB,Female,No,No,No,1,Month-to-month,19.9,0.3331,Medium
3452-ABWRL,Male,Yes,No,No,47,Month-to-month,86.05,0.3326,Medium
1482-OXZSY,Male,No,No,No,30,Month-to-month,100.4,0.3322,Medium
6656-JWRQX,Female,No,No,No,1,Month-to-month,30.55,0.3319,Medium
7268-IGMFD,Male,Yes,No,No,18,Month-to-month,93.9,0.3317,Medium
4522-AKYLR,Female,Yes,No,No,13,Month-to-month,54.8,0.3316,Medium
8242-JSVBO,Male,No,No,No,7,Month-to-month,44.65,0.3316,Medium
3349-ANQNH,Female,Yes,No,No,59,One year,99.5,0.3315,Medium
1536-HBSWP,Female,No,No,No,1,Month-to-month,49.9,0.3314,Medium
4833-QTJNO,Male,Yes,Yes,No,67,Month-to-month,83.85,0.3311,Medium
9643-AVVWI,Female,No,Yes,Yes,3,Month-to-month,80.0,0.3308,Medium
6029-CSMJE,Male,No,No,No,17,Month-to-month,25.65,0.3308,Medium
7966-YOTQW,Male,No,No,No,10,Month-to-month,54.5,0.3307,Medium
2826-UWHIS,Male,No,Yes,No,45,Month-to-month,81.4,0.3306,Medium
3946-JEWRQ,Male,No,Yes,No,47,One year,95.2,0.3305,Medium
3191-CSNMG,Female,No,Yes,Yes,3,Month-to-month,80.7,0.3304,Medium
2927-QRRQV,Male,No,Yes,No,46,One year,94.65,0.3298,Medium
6180-YBIQI,Male,No,No,No,5,Month-to-month,24.3,0.3296,Medium
7020-OZKXZ,Female,Yes,No,No,9,Month-to-month,75.5,0.3295,Medium
4948-WBBKL,Female,Yes,No,No,36,Month-to-month,74.9,0.3287,Medium
1169-WCVAK,Male,No,Yes,No,19,Month-to-month,88.8,0.3286,Medium
2455-USLMV,Female,No,No,No,31,Month-to-month,84.75,0.3277,Medium
7853-WNZSY,Male,No,No,No,1,Month-to-month,19.75,0.3277,Medium
6133-OZILE,Female,No,No,No,18,Month-to-month,35.2,0.3276,Medium
6897-UUBNU,Male,No,No,No,29,Month-to-month,89.65,0.3274,Medium
0345-XMMUG,Female,No,Yes,No,46,Two year,108.9,0.3274,Medium
2920-RNCEZ,Male,No,Yes,Yes,1,Month-to-month,69.95,0.3273,Medium
4282-ACRXS,Male,Yes,Yes,No,38,Month-to-month,24.85,0.327,Medium
5839-SUYVZ,Male,No,No,No,16,Month-to-month,74.55,0.3269,Medium
9944-AEXBM,Male,No,No,No,32,Month-to-month,85.65,0.3267,Medium
4488-KQFDT,Female,No,No,No,61,One year,103.95,0.3266,Medium
7389-KBFIT,Female,No,Yes,Yes,2,Month-to-month,30.25,0.3265,Medium
0929-HYQEW,Male,No,No,No,3,Month-to-month,50.15,0.3257,Medium
7617-EYGLW,Male,No,No,No,1,Month-to-month,19.45,0.3254,Medium
9767-FFLEM,Male,No,No,No,38,Month-to-month,69.5,0.3251,Medium
1848-LBZHY,Female,No,Yes,No,7,Month-to-month,50.3,0.325,Medium
8755-IWJHN,Male,Yes,Yes,No,69,Month-to-month,95.35,0.325,Medium
2519-LBNQL,Male,Yes,Yes,No,60,One year,104.35,0.3248,Medium
3589-PPVKW,Male,No,No,No,9,Month-to-month,44.4,0.3243,Medium
9896-UYMIE,Male,No,No,No,66,One year,114.3,0.3237,Medium
0822-QGCXA,Female,Yes,Yes,No,27,Month-to-month,83.85,0.3236,Medium
1320-REHCS,Male,Yes,No,No,52,Month-to-month,110.75,0.3234,Medium
4026-SKKHW,Male,No,No,No,3,Month-to-month,50.25,0.3232,Medium
1763-WQFUK,Male,No,No,No,3,Month-to-month,50.5,0.3232,Medium
1548-FEHVL,Male,No,Yes,No,61,Month-to-month,106.2,0.323,Medium
1530-ZTDOZ,Female,No,Yes,No,49,Month-to-month,40.65,0.3228,Medium
0237-YFUTL,Female,No,Yes,No,50,Month-to-month,109.65,0.3226,Medium
3716-UVSPD,Male,No,No,No,1,Month-to-month,49.3,0.3222,Medium
9626-WEQRM,Female,No,No,No,4,Month-to-month,29.15,0.3216,Medium
2542-HYGIQ,Female,No,No,No,1,Month-to-month,19.95,0.3215,Medium
4811-JBUVU,Male,No,No,No,30,Month-to-month,89.9,0.3211,Medium
9681-KYGYB,Male,Yes,Yes,No,49,Month-to-month,88.2,0.3211,Medium
1728-CXQBE,Male,Yes,Yes,No,64,Month-to-month,94.25,0.3209,Medium
3976-NLDEZ,Male,No,No,No,1,Month-to-month,20.6,0.3208,Medium
5973-EJGDP,Male,No,No,No,51,Month-to-month,87.35,0.3205,Medium
0311-QYWSS,Female,No,No,No,6,Month-to-month,49.45,0.3194,Medium
9537-VHDTA,Female,No,No,Yes,1,Month-to-month,51.2,0.3193,Medium
6549-NNDYT,Female,No,No,No,13,Month-to-month,30.85,0.3192,Medium
0265-PSUAE,Female,No,Yes,Yes,16,Month-to-month,100.7,0.3188,Medium
6954-OOYZZ,Male,No,Yes,No,18,Month-to-month,44.35,0.3187,Medium
9169-BSVIN,Male,No,No,No,12,Month-to-month,74.75,0.3183,Medium
0455-XFASS,Female,No,Yes,Yes,3,Month-to-month,69.55,0.3171,Medium
7821-DPRQE,Male,No,Yes,No,68,Month-to-month,107.7,0.3171,Medium
1329-VHWNP,Female,No,No,No,7,Month-to-month,25.05,0.3168,Medium
1849-RJYIG,Female,No,No,No,8,Month-to-month,60.0,0.3167,Medium
8096-LOIST,Female,No,No,No,19,Month-to-month,56.2,0.3164,Medium
0508-OOLTO,Female,No,Yes,Yes,2,Month-to-month,71.65,0.3163,Medium
0052-DCKON,Male,No,Yes,No,66,One year,115.8,0.316,Medium
2692-PFYTJ,Female,No,No,No,1,Month-to-month,25.75,0.3158,Medium
8878-RYUKI,Female,No,No,No,52,Month-to-month,59.45,0.3158,Medium
4013-GUXND,Male,No,No,No,1,Month-to-month,20.8,0.3153,Medium
2027-WKXMW,Female,No,Yes,No,63,Month-to-month,108.75,0.3153,Medium
5515-RUGKN,Male,No,No,No,8,Month-to-month,54.75,0.3147,Medium
6284-KMNUF,Female,No,Yes,No,56,One year,98.0,0.3145,Medium
7134-MJPDY,Female,Yes,No,No,66,One year,102.85,0.3143,Medium
8393-JMVMB,Male,No,No,No,1,Month-to-month,19.45,0.3143,Medium
3865-ZYKAD,Male,Yes,Yes,No,69,Month-to-month,84.9,0.3139,Medium
2087-QAREY,Female,No,Yes,No,22,Month-to-month,54.7,0.3138,Medium
6198-PNNSZ,Female,No,Yes,No,56,One year,109.8,0.3138,Medium
9026-LHEVG,Female,No,No,No,9,Month-to-month,40.75,0.3135,Medium
7519-JTWQH,Female,No,No,No,69,Two year,110.5,0.3133,Medium
8885-QSQBX,Female,No,No,No,1,Month-to-month,49.55,0.3129,Medium
8993-IZEUX,Male,No,No,No,7,Month-to-month,69.15,0.3128,Medium
3645-DEYGF,Male,No,No,Yes,1,Month-to-month,20.75,0.3128,Medium
1559-DTODC,Male,No,No,No,19,Month-to-month,25.15,0.3127,Medium
4109-CYRBD,Male,Yes,Yes,No,29,Month-to-month,51.6,0.3123,Medium
8620-RJPZN,Female,No,No,No,1,Month-to-month,20.7,0.312,Medium
6693-FRIRW,Male,No,No,No,18,Month-to-month,101.3,0.3119,Medium
2623-DRYAM,Female,No,Yes,No,70,One year,101.75,0.3117,Medium
0177-PXBAT,Male,Yes,Yes,No,33,Month-to-month,109.9,0.3116,Medium
8677-HDZEE,Female,No,No,No,56,Month-to-month,105.45,0.3116,Medium
2111-DWYHN,Male,No,No,No,1,Month-to-month,21.1,0.3112,Medium
9576-SYUHJ,Male,No,No,No,37,Month-to-month,91.15,0.311,Medium
1428-IEDPR,Male,No,No,No,52,Two year,109.3,0.3101,Medium
2586-CWXVV,Male,No,Yes,No,54,Month-to-month,30.4,0.3098,Medium
7502-BNYGS,Female,No,Yes,No,46,Month-to-month,69.1,0.3098,Medium
0927-CNGRH,Male,No,No,Yes,1,Month-to-month,19.55,0.3097,Medium
0058-EVZWM,Female,No,Yes,No,55,Month-to-month,89.8,0.3096,Medium
2853-CWQFQ,Male,No,No,Yes,1,Month-to-month,59.55,0.3095,Medium
4634-JLRJT,Female,No,No,No,1,Month-to-month,20.35,0.3095,Medium
0670-KDOMA,Female,No,No,No,1,Month-to-month,20.25,0.3095,Medium
4291-HPAXL,Male,No,No,Yes,1,Month-to-month,19.85,0.3089,Medium
5136-GFPMB,Male,No,No,No,54,Month-to-month,89.4,0.3086,Medium
7878-JGDKK,Male,No,No,No,4,Month-to-month,44.55,0.3085,Medium
7567-ECMCM,Male,No,No,No,24,Month-to-month,79.85,0.3074,Medium
3808-HFKDE,Female,No,No,No,20,Month-to-month,44.35,0.3072,Medium
4220-TINQT,Female,No,Yes,No,61,Month-to-month,106.35,0.307,Medium
2267-WTPYD,Female,Yes,Yes,No,57,Month-to-month,94.0,0.3069,Medium
1406-PUQVY,Male,No,No,Yes,1,Month-to-month,49.9,0.3068,Medium
5897-ZYEKH,Female,Yes,Yes,No,67,One year,105.6,0.3066,Medium
6458-CYIDZ,Female,Yes,No,No,5,Month-to-month,80.7,0.3065,Medium
6968-GMKPR,Female,No,No,No,55,Month-to-month,81.55,0.3065,Medium
2866-IKBTM,Female,No,No,No,1,Month-to-month,19.55,0.3063,Medium
8605-ITULD,Female,No,No,No,1,Month-to-month,19.55,0.3063,Medium
1905-OEILC,Female,No,No,No,1,Month-to-month,19.5,0.3063,Medium
7982-VCELR,Female,No,No,No,36,Month-to-month,94.8,0.3063,Medium
3569-EDBPQ,Female,No,No,No,24,Month-to-month,84.35,0.3055,Medium
2252-JHJGE,Male,No,No,No,61,One year,104.0,0.3052,Medium
0103-CSITQ,Female,No,Yes,No,57,One year,109.4,0.3044,Medium
4320-QMLLA,Male,No,No,No,7,Month-to-month,54.85,0.3044,Medium
4360-PNRQB,Male,No,No,No,18,Month-to-month,75.6,0.3042,Medium
2475-MROZF,Male,No,No,No,30,Month-to-month,95.0,0.3041,Medium
9793-WECQC,Male,No,No,No,23,Month-to-month,95.3,0.3037,Medium
6818-DJXAA,Female,No,No,Yes,10,Month-to-month,91.1,0.3035,Medium
7601-WFVZV,Male,No,No,No,1,Month-to-month,19.55,0.3034,Medium
9584-EXCDZ,Female,No,No,No,17,Month-to-month,70.5,0.3031,Medium
6480-YAGIY,Male,No,No,No,45,One year,112.2,0.303,Medium
1156-ZFYDO,Female,No,No,No,1,Month-to-month,19.75,0.303,Medium
5302-BDJNT,Male,No,No,No,35,Month-to-month,95.5,0.3023,Medium
2480-EJWYP,Female,Yes,Yes,No,58,One year,97.8,0.3022,Medium
5628-RKIFK,Female,Yes,No,No,49,Month-to-month,101.55,0.3019,Medium
4338-EYCER,Male,No,Yes,No,21,Month-to-month,54.6,0.3014,Medium
8495-PRWFH,Female,Yes,No,No,42,Month-to-month,55.65,0.3007,Medium
6646-JPPHA,Female,Yes,No,No,14,Month-to-month,78.85,0.3004,Medium
5360-LJCNJ,Female,No,Yes,No,71,Two year,105.15,0.3003,Medium
2669-QVCRG,Female,No,No,No,41,Month-to-month,81.3,0.2996,Medium
4350-ZTLPI,Female,No,Yes,No,53,One year,108.95,0.2994,Medium
8735-IJJEG,Male,No,Yes,No,14,Month-to-month,50.2,0.2993,Medium
6917-IAYHD,Male,No,No,Yes,1,Month-to-month,33.6,0.2988,Medium
5371-VYLSX,Female,Yes,No,No,50,Month-to-month,83.4,0.2986,Medium
6743-HHQPF,Male,No,Yes,No,42,Month-to-month,25.1,0.2979,Medium
0999-QXNSA,Male,Yes,No,Yes,7,Month-to-month,45.75,0.297,Medium
7343-EOBEU,Male,No,Yes,No,3,Month-to-month,23.6,0.2966,Medium
3584-WKTTW,Male,No,Yes,No,51,One year,111.55,0.2965,Medium
3307-TLCUD,Male,No,Yes,No,17,Month-to-month,34.4,0.2963,Medium
7291-CDTMJ,Male,No,No,No,1,Month-to-month,19.65,0.2962,Medium
2373-NTKOD,Male,No,No,No,8,Month-to-month,66.25,0.2955,Medium
0326-VDYXE,Female,No,Yes,No,70,One year,97.65,0.2951,Medium
5140-FOMCQ,Female,No,Yes,No,59,One year,109.15,0.295,Medium
6629-LADHQ,Female,No,No,No,2,Month-to-month,50.95,0.2949,Medium
8017-UVSZU,Female,No,Yes,No,40,Month-to-month,56.6,0.2943,Medium
1689-YQBYY,Female,No,No,Yes,12,Month-to-month,76.6,0.2941,Medium
9659-ZTWSM,Male,Yes,Yes,No,66,One year,107.35,0.2939,Medium
0003-MKNFE,Male,No,No,No,9,Month-to-month,59.9,0.2937,Medium
1600-DILPE,Female,No,No,No,12,Month-to-month,45.0,0.2937,Medium
0641-EVBOJ,Male,No,No,No,3,Month-to-month,82.3,0.2935,Medium
2386-OWURY,Female,No,No,No,58,Month-to-month,95.3,0.2931,Medium
2322-VCZHZ,Male,Yes,Yes,No,23,Month-to-month,90.0,0.2927,Medium
2325-WINES,Female,No,No,No,32,One year,104.05,0.2924,Medium
6124-ACRHJ,Female,No,No,No,1,Month-to-month,19.75,0.2923,Medium
0970-QXPXW,Female,No,No,No,1,Month-to-month,19.65,0.2923,Medium
7721-DVEKZ,Female,No,No,No,1,Month-to-month,19.65,0.2923,Medium
1135-LMECX,Female,No,No,No,1,Month-to-month,19.85,0.2923,Medium
2587-EKXTS,Male,No,No,No,44,Month-to-month,111.5,0.2921,Medium
8563-OYMQY,Male,No,No,No,17,Month-to-month,90.95,0.2917,Medium
4753-PADAS,Female,No,Yes,No,67,One year,105.7,0.2915,Medium
7326-RIGQZ,Male,No,Yes,Yes,6,Month-to-month,69.8,0.2912,Medium
7729-JTEEC,Male,No,Yes,Yes,2,Month-to-month,44.5,0.291,Medium
0924-BJCRC,Female,Yes,Yes,No,60,Month-to-month,89.45,0.2909,Medium
2085-BOJKI,Male,No,Yes,No,17,One year,96.65,0.2899,Medium
7272-QDCKA,Male,No,No,No,28,One year,100.2,0.2898,Medium
3930-ZGWVE,Male,No,No,No,1,Month-to-month,19.75,0.2895,Medium
3785-NRHYR,Male,No,No,No,1,Month-to-month,19.65,0.2895,Medium
