CustomerID,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Contract,Monthly Charges,Churn_Probability,Churn_Risk_Band
5016-IBERQ,Male,No,Yes,No,23,Month-to-month,84.25,0.5313,High
9168-INPSZ,Female,Yes,Yes,No,44,Month-to-month,104.15,0.531,High
3196-NVXLZ,Female,No,No,No,25,Month-to-month,84.6,0.5309,High
3798-EPWRR,Female,Yes,No,No,2,Month-to-month,43.95,0.5293,High
4727-MCYZG,Male,No,No,No,1,Month-to-month,55.55,0.5285,High
3365-SAIGS,Female,No,No,No,17,Month-to-month,83.55,0.5283,High
3807-XHCJH,Female,No,Yes,Yes,1,Month-to-month,20.0,0.5281,High
8710-YGLWG,Male,No,No,No,1,Month-to-month,44.9,0.5277,High
8950-MTZNV,Male,No,No,No,1,Month-to-month,44.95,0.5277,High
1928-BXYIV,Male,No,No,No,1,Month-to-month,61.15,0.5276,High
6907-FLBER,Male,No,No,No,1,Month-to-month,54.3,0.5273,High
4983-CCWMC,Male,No,No,No,3,Month-to-month,69.6,0.527,High
5647-FXOTP,Female,Yes,Yes,No,60,Month-to-month,105.9,0.527,High
5288-AHOUP,Male,Yes,No,No,11,Month-to-month,78.5,0.527,High
3466-RITXD,Male,No,No,No,26,Month-to-month,92.4,0.5267,High
1845-ZLLIG,Male,No,No,No,1,Month-to-month,50.15,0.5264,High
7233-DRTRF,Male,No,Yes,No,63,Month-to-month,102.4,0.5261,High
4741-WWJQZ,Female,No,Yes,No,2,Month-to-month,80.15,0.5258,High
2603-HVKCG,Male,No,No,No,31,Month-to-month,101.4,0.5247,High
9885-AIBVB,Male,No,Yes,No,29,Month-to-month,85.8,0.5246,High
0430-IHCDJ,Male,No,No,No,15,Month-to-month,49.0,0.5238,High
4647-MUZON,Female,No,Yes,No,18,Month-to-month,95.95,0.5237,High
1100-DDVRV,Male,No,Yes,No,17,Month-to-month,49.8,0.5221,High
5652-MSDEY,Female,No,No,No,10,Month-to-month,75.75,0.5218,High
2582-FFFZR,Female,No,No,No,22,Month-to-month,50.6,0.5196,High
2637-FKFSY,Female,No,Yes,No,3,Month-to-month,46.1,0.5196,High
8849-AYPTR,Male,No,Yes,No,33,Month-to-month,91.25,0.519,High
1478-VPOAD,Female,No,No,No,1,Month-to-month,43.8,0.5185,High
2038-OEQZH,Male,No,No,No,4,Month-to-month,86.05,0.518,High
7278-CKDNC,Male,Yes,No,No,24,Month-to-month,80.5,0.5178,High
4195-NZGTA,Female,No,No,No,1,Month-to-month,25.25,0.5176,High
3714-NTNFO,Female,No,No,No,49,Month-to-month,84.5,0.5175,High
1357-BIJKI,Male,No,Yes,No,50,One year,98.25,0.5169,High
6778-YSNIH,Female,No,No,No,2,Month-to-month,59.0,0.5158,High
1942-OQFRW,Male,No,No,No,1,Month-to-month,44.0,0.5142,High
0315-LVCRK,Male,No,No,No,11,Month-to-month,84.8,0.5138,High
3453-RTHJQ,Male,No,No,No,6,Month-to-month,69.1,0.5136,High
8617-ENBDS,Male,No,No,No,3,Month-to-month,73.6,0.5134,High
2971-SGAFL,Female,No,No,No,13,Month-to-month,78.75,0.5128,High
5989-PGKJB,Female,No,No,No,16,Month-to-month,86.25,0.5126,High
8785-CJSHH,Female,No,Yes,No,60,Month-to-month,99.8,0.5117,High
0491-KAPQG,Male,No,No,No,21,Month-to-month,73.7,0.5114,High
9450-TRJUU,Male,No,No,No,35,Month-to-month,83.15,0.5113,High
2105-PHWON,Female,No,Yes,No,33,Month-to-month,95.0,0.5111,High
3223-DWFIO,Male,Yes,No,No,4,Month-to-month,69.35,0.5107,High
1910-FMXJM,Female,No,Yes,No,36,Month-to-month,80.4,0.5107,High
7714-YXSMB,Female,No,No,No,26,Month-to-month,100.5,0.5104,High
3439-GVUSX,Male,No,No,No,1,Month-to-month,24.4,0.5102,High
3278-FSIXX,Female,No,No,No,2,Month-to-month,45.25,0.5098,High
2604-IJPDU,Female,No,Yes,No,20,Month-to-month,96.55,0.5097,High
6198-ZFIOJ,Female,No,No,No,5,Month-to-month,75.6,0.5091,High
3003-CMDUU,Female,No,Yes,No,25,Month-to-month,95.15,0.5079,High
7852-LECYP,Male,Yes,Yes,No,13,Month-to-month,93.8,0.5076,High
6557-BZXLQ,Male,Yes,No,No,16,Month-to-month,69.65,0.5076,High
5019-GQVCR,Male,Yes,No,No,43,Month-to-month,84.85,0.5074,High
5879-SESNB,Female,No,No,No,11,Month-to-month,75.25,0.5067,High
3951-NJCVI,Female,Yes,Yes,No,42,Month-to-month,95.05,0.5065,High
4537-DKTAL,Female,No,No,No,2,Month-to-month,45.55,0.5062,High
4176-FXYBO,Male,No,Yes,No,54,Month-to-month,109.55,0.506,High
0958-YHXGP,Female,No,No,No,7,Month-to-month,69.9,0.5055,High
8180-AKMJV,Female,No,No,No,1,Month-to-month,44.55,0.505,High
7298-IZWLY,Female,No,No,No,1,Month-to-month,19.4,0.5045,High
5650-YLIBA,Male,No,No,No,31,Month-to-month,81.15,0.503,High
8695-ARGXZ,Male,Yes,Yes,No,34,Month-to-month,75.55,0.5029,High
9093-FPDLG,Female,No,No,No,11,Month-to-month,94.2,0.5028,High
3717-OEAUQ,Male,No,No,No,2,Month-to-month,70.7,0.5028,High
8468-EHYJA,Female,No,Yes,No,57,Month-to-month,99.65,0.5027,High
3629-ZNKXA,Male,Yes,No,No,17,Month-to-month,101.8,0.5027,High
9572-WUKSB,Male,No,Yes,No,3,Month-to-month,29.9,0.502,High
3771-PZOBW,Male,No,No,No,20,Month-to-month,90.7,0.5019,High
1754-GKYPY,Male,Yes,Yes,No,22,Month-to-month,89.75,0.5016,High
2832-KJCRD,Female,No,No,No,38,Month-to-month,103.65,0.501,High
1636-NTNCO,Male,Yes,No,No,4,Month-to-month,50.95,0.5009,High
8404-GFGCZ,Male,No,Yes,No,4,Month-to-month,65.6,0.5006,High
1194-HVAIF,Female,No,Yes,No,27,Month-to-month,95.0,0.5004,High
5153-RTHKF,Female,No,No,No,34,Month-to-month,85.35,0.499,Medium
6173-GOLSU,Male,Yes,Yes,No,67,Month-to-month,94.65,0.4986,Medium
9167-APMXZ,Female,No,No,No,22,Month-to-month,84.15,0.4986,Medium
3597-MVHJT,Female,No,No,No,27,Month-to-month,95.6,0.4984,Medium
7586-ZATGZ,Male,No,No,No,40,Month-to-month,84.9,0.4974,Medium
7145-FEJWU,Female,No,No,Yes,12,Month-to-month,105.3,0.497,Medium
5605-IYGFG,Female,No,No,No,7,Month-to-month,69.85,0.497,Medium
9638-JIQYA,Male,No,No,No,2,Month-to-month,24.9,0.497,Medium
4690-PKDQG,Female,Yes,Yes,No,42,Month-to-month,95.55,0.4963,Medium
8033-VCZGH,Male,No,Yes,No,50,One year,103.95,0.4963,Medium
5968-VXZLG,Male,No,No,No,2,Month-to-month,46.6,0.4947,Medium
9508-ILZDG,Female,Yes,No,No,34,Month-to-month,96.35,0.4944,Medium
6833-JMZYP,Female,No,No,No,15,Month-to-month,94.0,0.4934,Medium
7529-ZDFXI,Male,Yes,Yes,No,57,Month-to-month,89.85,0.4932,Medium
4998-IKFSE,Female,No,No,No,30,Month-to-month,100.45,0.493,Medium
2080-GKCWQ,Male,No,No,No,2,Month-to-month,74.95,0.4927,Medium
9629-NHXFW,Female,No,Yes,Yes,1,Month-to-month,19.4,0.492,Medium
1622-HSHSF,Female,No,No,No,1,Month-to-month,19.55,0.4919,Medium
8566-YPRGL,Female,No,No,No,1,Month-to-month,19.5,0.4919,Medium
9714-EDSUC,Male,No,No,No,4,Month-to-month,94.9,0.4915,Medium
8490-BXHEO,Male,Yes,No,No,18,Month-to-month,80.55,0.4914,Medium
5339-PXDVH,Male,No,No,No,4,Month-to-month,90.65,0.4913,Medium
3312-ZWLGF,Male,Yes,Yes,No,29,Month-to-month,79.3,0.4909,Medium
4480-QQRHC,Female,Yes,No,No,8,Month-to-month,74.05,0.4897,Medium
0096-BXERS,Female,No,Yes,No,6,Month-to-month,50.35,0.4896,Medium
2739-CACDQ,Female,Yes,No,No,17,Month-to-month,82.65,0.489,Medium
9962-BFPDU,Female,No,Yes,Yes,1,Month-to-month,20.05,0.4885,Medium
3088-LHEFH,Female,No,No,No,11,Month-to-month,79.0,0.4882,Medium
2227-JRSJX,Female,No,No,No,21,Month-to-month,99.15,0.4875,Medium
5022-KVDQT,Male,No,No,No,27,Month-to-month,81.3,0.4875,Medium
4137-BTIKL,Male,No,No,No,2,Month-to-month,90.75,0.4868,Medium
1226-IENZN,Male,Yes,No,No,16,Month-to-month,78.75,0.4866,Medium
2792-LSHWX,Female,No,No,No,1,Month-to-month,83.4,0.4862,Medium
8286-AFUYI,Male,No,No,No,1,Month-to-month,47.95,0.4856,Medium
1728-BQDMA,Female,No,No,No,2,Month-to-month,44.45,0.4851,Medium
0139-IVFJG,Female,No,Yes,No,2,Month-to-month,90.35,0.4847,Medium
8974-OVACP,Female,No,No,No,1,Month-to-month,20.15,0.4841,Medium
3082-VQXNH,Male,No,Yes,No,3,Month-to-month,29.8,0.4835,Medium
0428-IKYCP,Male,No,Yes,No,22,Month-to-month,87.0,0.4829,Medium
1730-ZMAME,Female,Yes,No,No,32,Month-to-month,79.5,0.4827,Medium
7318-EIVKO,Male,No,No,No,8,Month-to-month,59.25,0.4821,Medium
1335-NTIUC,Male,No,No,No,9,Month-to-month,24.95,0.4817,Medium
4566-NECEV,Male,No,No,No,5,Month-to-month,96.55,0.4811,Medium
1304-BCCFO,Male,No,Yes,No,9,Month-to-month,70.05,0.4807,Medium
5533-NHFRF,Male,Yes,No,No,7,Month-to-month,44.4,0.4806,Medium
5482-VXSXJ,Male,No,No,No,22,Month-to-month,93.2,0.4802,Medium
0212-ISBBF,Female,No,No,No,22,Month-to-month,50.35,0.4795,Medium
5419-JKZNQ,Male,Yes,Yes,No,30,Month-to-month,77.9,0.4795,Medium
8212-CRQXP,Female,No,Yes,No,22,Month-to-month,80.0,0.4793,Medium
6559-PDZLR,Male,No,No,No,26,Month-to-month,98.65,0.4791,Medium
5271-DBYSJ,Male,Yes,No,No,11,Month-to-month,79.15,0.4782,Medium
8544-GOQSH,Female,No,No,No,14,Month-to-month,80.05,0.4781,Medium
6243-OZGFH,Female,No,No,No,23,Month-to-month,44.95,0.477,Medium
7789-HKSBS,Female,Yes,Yes,No,42,One year,105.2,0.477,Medium
7404-JLKQG,Female,No,No,No,3,Month-to-month,57.55,0.4767,Medium
4983-CLMLV,Female,No,Yes,No,52,Month-to-month,102.7,0.4762,Medium
0928-XUTSN,Female,No,No,No,13,Month-to-month,80.5,0.4761,Medium
9108-EJFJP,Female,No,Yes,No,1,Month-to-month,53.55,0.4761,Medium
4718-DHSMV,Female,No,No,No,11,Month-to-month,35.8,0.476,Medium
2831-EBWRN,Male,No,No,No,4,Month-to-month,45.9,0.4759,Medium
6888-SBYAI,Male,No,No,No,1,Month-to-month,50.7,0.4753,Medium
7794-JASDG,Male,No,No,No,1,Month-to-month,50.75,0.4753,Medium
9777-WJJPR,Male,No,Yes,No,31,Month-to-month,88.65,0.4751,Medium
7801-KICAO,Female,No,No,No,18,Month-to-month,74.15,0.4749,Medium
2786-GCDPI,Female,Yes,No,No,50,Month-to-month,104.95,0.4727,Medium
5906-BFOZT,Male,No,No,No,1,Month-to-month,19.5,0.4723,Medium
2070-XYMFH,Female,Yes,No,No,23,Month-to-month,79.35,0.4717,Medium
6234-PFPXL,Male,No,Yes,No,22,Month-to-month,95.9,0.4708,Medium
9667-TKTVZ,Female,No,No,No,2,Month-to-month,54.35,0.4692,Medium
5226-NOZFC,Male,No,No,No,26,Month-to-month,85.75,0.4681,Medium
0921-OHLVP,Male,No,No,No,22,Month-to-month,83.05,0.4673,Medium
9053-EJUNL,Male,No,No,No,41,Month-to-month,89.2,0.467,Medium
2038-LLMLM,Female,No,No,No,48,Month-to-month,103.85,0.4665,Medium
7130-YXBRO,Male,No,Yes,No,48,Month-to-month,111.45,0.4654,Medium
